CSV_VERSION=1.4
#Comment:-do not change matrix position or remove CSV_VERSION:
ID  ,PRODID               ,PARTNAME                   ,BOARDNAME                                ,SHORTNAME      ,ZYNQFLASHTYP           ,FPGAFLASHTYP                       ,PCB_REV  ,DDR_SIZE ,FLASH_SIZE ,EMMC_SIZE  ,OTHERS                     ,NOTES                                                ,DESIGN             ,CONFIG_SW_EXTPLL
85  ,TE0820-04-S010       ,xczu4ev-sfvc784-1-e        ,trenz.biz:te0820_4ev_1e:part0:2.0        ,4ev_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV04     ,2GB      ,128MB     ,8GB        ,NA                         ,"CAO:Other EMMC mfr"                                 ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h
86  ,TE0820-04-S013       ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0820_3eg_1e:part0:2.0        ,3eg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV04     ,2GB      ,128MB     ,8GB        ,"2.5 mm connectors"        ,"CAO:Other EMMC mfr"                                 ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h
87  ,TE0820-04-S016       ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0820_3eg_1e:part0:2.0        ,3eg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV04     ,2GB      ,128MB     ,8GB        ,"2.5 mm connectors"        ,"CAO:Other EMMC mfr"                                 ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h
88  ,TE0820-04-S018       ,xczu4cg-sfvc784-1-e        ,trenz.biz:te0820_4cg_1e:part0:2.0        ,4cg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV04     ,2GB      ,128MB     ,8GB        ,NA                         ,"CAO"                                                ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h
89  ,TE0820-05-2AE21MA    ,xczu2cg-sfvc784-1-e        ,trenz.biz:te0820_2cg_1e:part0:2.0        ,2cg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,NA                                                   ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
90  ,TE0820-05-2AE21MAZ   ,xczu2cg-sfvc784-1-e        ,trenz.biz:te0820_2cg_1e:part0:2.0        ,2cg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,NA                                                   ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
91  ,TE0820-05-2AE81MA    ,xczu2cg-sfvc784-1-e        ,trenz.biz:te0820_2cg_1e:part0:2.0        ,2cg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,NA                                                   ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
92  ,TE0820-05-2AI21MA    ,xczu2cg-sfvc784-1-i        ,trenz.biz:te0820_2cg_1i:part0:2.0        ,2cg_1i_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,NA                                                   ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
93  ,TE0820-05-2AI81MA    ,xczu2cg-sfvc784-1-i        ,trenz.biz:te0820_2cg_1i:part0:2.0        ,2cg_1i_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,NA                                                   ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h
94  ,TE0820-05-2BE21MA    ,xczu2eg-sfvc784-1-e        ,trenz.biz:te0820_2eg_1e:part0:2.0        ,2eg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,NA                                                   ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
95  ,TE0820-05-2BE21MAJ   ,xczu2eg-sfvc784-1-e        ,trenz.biz:te0820_2eg_1e:part0:2.0        ,2eg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,NA                                                   ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
96  ,TE0820-05-2BI21MA    ,xczu2eg-sfvc784-1-i        ,trenz.biz:te0820_2eg_1i:part0:2.0        ,2eg_1i_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,NA                                                   ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h
97  ,TE0820-05-2BI81ML    ,xczu2eg-sfvc784-1-i        ,trenz.biz:te0820_2eg_1i:part0:2.0        ,2eg_1i_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,"2.5 mm connectors"        ,NA                                                   ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
98  ,TE0820-05-3AE21MA    ,xczu3cg-sfvc784-1-e        ,trenz.biz:te0820_3cg_1e:part0:2.0        ,3cg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,NA                                                   ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
99  ,TE0820-05-3AE81MA    ,xczu3cg-sfvc784-1-e        ,trenz.biz:te0820_3cg_1e:part0:2.0        ,3cg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,NA                                                   ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
100 ,TE0820-05-3BE21MA    ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0820_3eg_1e:part0:2.0        ,3eg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,NA                                                   ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
101 ,TE0820-05-3BE21MAZ   ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0820_3eg_1e:part0:2.0        ,3eg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,NA                                                   ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
102 ,TE0820-05-3BE81MA    ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0820_3eg_1e:part0:2.0        ,3eg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,NA                                                   ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
103 ,TE0820-05-3BE81ML    ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0820_3eg_1e:part0:2.0        ,3eg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,"2.5 mm connectors"        ,"Other EMMC mfr"                                     ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
104 ,TE0820-05-3BI21ML    ,xczu3eg-sfvc784-1-i        ,trenz.biz:te0820_3eg_1i:part0:2.0        ,3eg_1i_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,"2.5 mm connectors"        ,NA                                                   ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
105 ,TE0820-05-4AE21MA    ,xczu4cg-sfvc784-1-e        ,trenz.biz:te0820_4cg_1e:part0:2.0        ,4cg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,NA                                                   ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h
106 ,TE0820-05-4AE81MA    ,xczu4cg-sfvc784-1-e        ,trenz.biz:te0820_4cg_1e:part0:2.0        ,4cg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,NA                                                   ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h
107 ,TE0820-05-4AI21MI    ,xczu4cg-sfvc784-1-i        ,trenz.biz:te0820_4cg_1i:part0:3.0        ,4cg_1i_x_2gb   ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,"without ETH PHY"          ,NA                                                   ,TE0820             ,./misc/SI5338/te_Si5338-Registers.h 
108 ,TE0820-05-4BI21PL    ,xczu4eg-sfvc784-1-i        ,trenz.biz:te0820_4eg_1i:part0:2.0        ,4eg_1i_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,64GB       ,"2.5 mm connectors"        ,NA                                                   ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
109 ,TE0820-05-4BI21PLZ   ,xczu4eg-sfvc784-1-i        ,trenz.biz:te0820_4eg_1i:part0:2.0        ,4eg_1i_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,64GB       ,"2.5 mm connectors"        ,NA                                                   ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
110 ,TE0820-05-4DE21MA    ,xczu4ev-sfvc784-1-e        ,trenz.biz:te0820_4ev_1e:part0:2.0        ,4ev_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,"Other EMMC mfr"                                     ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
111 ,TE0820-05-4DI21MA    ,xczu4ev-sfvc784-1-i        ,trenz.biz:te0820_4ev_1i:part0:2.0        ,4ev_1i_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,"Other EMMC mfr"                                     ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
112 ,TE0820-05-4DI81MA    ,xczu4ev-sfvc784-1-i        ,trenz.biz:te0820_4ev_1i:part0:2.0        ,4ev_1i_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,"Other EMMC mfr"                                     ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
113 ,TE0820-05-5DI21MA    ,xczu5ev-sfvc784-1-i        ,trenz.biz:te0820_5ev_1i:part0:2.0        ,5ev_1i_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,NA                                                   ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h
114 ,TE0820-05-5DI81MA    ,xczu5ev-sfvc784-1-i        ,trenz.biz:te0820_5ev_1i:part0:2.0        ,5ev_1i_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,NA                                                   ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
115 ,TE0820-05-S002C1     ,xczu4cg-sfvc784-1-e        ,trenz.biz:te0820_4cg_1e:part0:2.0        ,4cg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,"CAO"                                                ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
116 ,TE0820-05-S003       ,xczu4ev-sfvc784-1-e        ,trenz.biz:te0820_4ev_1e:part0:2.0        ,4ev_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,"CAO"                                                ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
117 ,TE0820-05-S004C1     ,xczu2eg-sfvc784-1-e        ,trenz.biz:te0820_2eg_1e:part0:2.0        ,2eg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,"CAO"                                                ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
118 ,TE0820-05-S005       ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0820_3eg_1e:part0:2.0        ,3eg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,"CAO"                                                ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
119 ,TE0820-05-S008C1     ,xczu2eg-sfvc784-1-e        ,trenz.biz:te0820_2eg_1e:part0:2.0        ,2eg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,"CAO:without PLL"                                    ,nPLL               ,NA 
120 ,TE0820-05-S013       ,xczu2eg-sfvc784-1-e        ,trenz.biz:te0820_2eg_1e:part0:2.0        ,2eg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,"CAO:without PLL"                                    ,nPLL               ,NA
121 ,TE0820-05-S014C1     ,xczu4cg-sfvc784-1-e        ,trenz.biz:te0820_4cg_1e:part0:2.0        ,4cg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,"CAO"                                                ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
122 ,TE0820-05-S016       ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0820_3eg_1e:part0:2.0        ,3eg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,"CAO"                                                ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
123 ,TE0820-05-S017C1     ,xczu2eg-sfvc784-1-e        ,trenz.biz:te0820_2eg_1e:part0:2.0        ,2eg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,"CAO:without PLL"                                    ,nPLL               ,NA 
124 ,TE0820-05-S018       ,xczu3cg-sfvc784-1-e        ,trenz.biz:te0820_3cg_1e:part0:2.0        ,3cg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,"CAO"                                                ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
125 ,TE0820-05-S020       ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0820_3eg_1e:part0:2.0        ,3eg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,"CAO"                                                ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
126 ,TE0820-05-S022       ,xczu3cg-sfvc784-1-e        ,trenz.biz:te0820_3cg_1e:part0:2.0        ,3cg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,"CAO"                                                ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
127 ,TE0820-05-S024C1     ,xczu2eg-sfvc784-1-e        ,trenz.biz:te0820_2eg_1e:part0:2.0        ,2eg_1e_2gb     ,qspi-x8-dual_parallel  ,mt25qu512-qspi-x8-dual_parallel    ,REV05     ,2GB      ,128MB     ,8GB        ,NA                         ,"CAO"                                                ,TE0820|HDMI701     ,./misc/SI5338/te_Si5338-Registers.h 
